管轄分団,出火日時,注意報１,注意報２,注意報３,注意報４,注意報５,警報１,警報２,警報３,警報４,警報５,建物番号,火元区分,焼損程度,構造,焼損　床面積（㎡）,焼損　表面積（㎡）,火災種別,出火原因,天気,気温,相対湿度,火災警報,風位,風速,積雪量
第１方面隊東大分分団,3月26日,乾燥,霜,,,,,,,,,1,火元,ぼや,準耐火建築物（木造）,,0,建物火災,不明・調査中,晴,5,51,発令無,北北西,1,
第２方面隊三佐分団,3月11日,乾燥,,,,,,,,,,1,火元,ぼや,準耐火建築物（非木造）,0,0,建物火災,その他,晴,10,56,発令無,南南西,1,
第６方面隊坂ノ市分団,5月29日,,,,,,,,,,,1,火元,ぼや,準耐火建築物（非木造）,0,0,建物火災,その他,雨,20,99,発令無,北西,0,
第２方面隊別保分団,5月3日,乾燥,,,,,,,,,,1,火元,ぼや,準耐火建築物（非木造）,,,建物火災,その他,晴,16,56,発令無,無風状態,0,
第５方面隊大在西分団,4月19日,乾燥,,,,,,,,,,1,火元,ぼや,木造建築物,,,建物火災,配線器具,曇,19,55,発令無,北,1,
第２方面隊鶴崎分団,5月4日,乾燥,,,,,,,,,,1,火元,半焼,その他の建築物,2,,建物火災,取灰,晴,14,41,発令無,南,1,
第１方面隊春日分団,3月25日,,,,,,,,,,,,,,,,,その他の火災,たばこ,晴,10,40,発令無,西北西,2,
第４方面隊東稙田分団,4月12日,乾燥,注意報,,,,,,,,,,,,,,,その他の火災,たばこ,晴,19,48,発令無,北東,5,
第４方面隊稙田東部分団,4月8日,乾燥,,,,,,,,,,,,,,,,林野火災,たき火,晴,11,44,発令無,北,3,
第２方面隊三佐分団,4月13日,強風,波浪,注意報,,,,,,,,1,火元,ぼや,耐火建築物,1,,建物火災,放火の疑い,晴,14,85,発令無,南,2,
第２方面隊別保分団,5月29日,,,,,,,,,,,1,火元,ぼや,準耐火建築物（非木造）,,,建物火災,電気機器,雨,20,98,発令無,無風状態,0,
第２方面隊鶴崎分団,4月24日,,,,,,,,,,,1,火元,ぼや,準耐火建築物（非木造）,0,0,建物火災,その他,晴,14,97,発令無,南,1,
第１方面隊中島分団,3月27日,乾燥,注意報,,,,,,,,,1,火元,ぼや,耐火建築物,0,0,建物火災,たばこ,晴,9,43,発令無,東北東,4,
第４方面隊東稙田分団,4月20日,雷,波浪,,,,暴風,,,,,1,火元,ぼや,準耐火建築物（非木造）,0,1,建物火災,,雨,18,68,発令無,南南東,3,
第４方面隊稙田東部分団,4月6日,強風,雷,波浪,注意報,,,,,,,1,火元,部分焼,木造建築物,,5,建物火災,こんろ,曇,18,87,発令無,北東,1,0
第６方面隊坂ノ市分団,4月16日,乾燥,,,,,,,,,,1,火元,部分焼,準耐火建築物（非木造）,,20,建物火災,,晴,13,76,発令無,西南西,1,
第４方面隊稙田西部分団,5月6日,,,,,,,,,,,,,,,,,その他の火災,たき火,晴,21,30,発令無,北西,1,
第８方面隊野津原西部分団,5月4日,乾燥,,,,,,,,,,,,,,,,車両火災,排気管,晴,17,42,発令無,西北西,2,0
第１方面隊滝尾分団,3月12日,,,,,,,,,,,,,,,,,その他の火災,その他,晴,13,59,発令無,北北西,1,
第１方面隊南大分分団,4月16日,乾燥,強風,霜,波浪,,,,,,,1,火元,ぼや,耐火建築物,,1,建物火災,不明・調査中,曇,11,64,発令無,北,3,
第１方面隊桃園分団,3月14日,乾燥,強風,波浪,,,,,,,,1,火元,部分焼,木造建築物,,2,建物火災,火あそび,晴,12,49,発令無,北北西,2,
第１方面隊桃園分団,4月11日,,,,,,,,,,,1,火元,ぼや,木造建築物,,0,建物火災,ストーブ,曇,12,91,発令無,北西,2,
第４方面隊東稙田分団,5月12日,,,,,,,,,,,1,火元,全焼,木造建築物,220,,建物火災,その他,快晴,13,85,発令無,南,2,
第４方面隊東稙田分団,5月12日,,,,,,,,,,,2,類焼,部分焼,その他の建築物,,2,建物火災,その他,快晴,13,85,発令無,南,2,
第１方面隊中島分団,3月27日,乾燥,注意報,,,,,,,,,,,,,,,その他の火災,溶接機・切断機,晴,10,39,発令無,北,2,
第２方面隊明治分団,5月5日,霜,,,,,,,,,,,,,,,,車両火災,放火,曇,18,50,発令無,西北西,1,
第４方面隊賀来分団,4月22日,乾燥,波浪,,,,,,,,,,,,,,,その他の火災,,晴,22,17,発令無,西南西,3,
第１方面隊滝尾分団,4月26日,,,,,,,,,,,,,,,,,車両火災,不明・調査中,快晴,18,80,発令無,北西,1,
第１方面隊南大分分団,6月2日,,,,,,,,,,,,,,,,,その他の火災,取灰,晴,20,71,発令無,南南西,1,
第３方面隊戸次分団,4月17日,乾燥,,,,,,,,,,,,,,,,その他の火災,たき火,晴,17,60,発令無,東北東,4,
第１方面隊南大分分団,4月18日,,,,,,,,,,,1,火元,ぼや,耐火建築物,,0,建物火災,放火の疑い,曇,14,52,発令無,南南西,1,
第１方面隊中島分団,4月11日,,,,,,,,,,,1,火元,ぼや,木造建築物,,,建物火災,その他,晴,16,64,発令無,北西,1,
第１方面隊東大分分団,6月14日,,,,,,,,,,,1,火元,ぼや,耐火建築物,0,0,建物火災,不明・調査中,晴,20,78,発令無,北北東,2,
第１方面隊南大分分団,4月22日,乾燥,波浪,注意報,,,,,,,,1,火元,部分焼,防火構造建築物,30,,建物火災,こんろ,晴,21,18,発令無,西,2,
第３方面隊戸次分団,5月13日,乾燥,,,,,,,,,,1,火元,半焼,その他の建築物,413,,建物火災,たき火,快晴,24,62,発令無,北,3,
第８方面隊野津原東部分団,3月27日,乾燥,霜,,,,,,,,,,,,,,,林野火災,火あそび,快晴,10,40,発令無,北東,3,
第１方面隊東大分分団,3月15日,乾燥,強風,波浪,注意報,,,,,,,,,,,,,その他の火災,たばこ,晴,10,59,発令無,北西,5,
第１方面隊桃園分団,5月9日,乾燥,注意報,,,,,,,,,,,,,,,その他の火災,放火,晴,21,36,発令無,北西,2,
第２方面隊三佐分団,5月1日,,,,,,,,,,,,,,,,,その他の火災,溶接機・切断機,晴,23,50,発令無,北東,1,
第１方面隊中島分団,4月19日,,,,,,,,,,,,,,,,,その他の火災,たばこ,曇,15,71,発令無,西北西,3,
第４方面隊東稙田分団,3月28日,,,,,,,,,,,1,火元,部分焼,防火構造建築物,20,,建物火災,放火の疑い,晴,2,51,発令無,南南東,2,
第１方面隊東大分分団,6月20日,,,,,,,,,,,1,火元,ぼや,準耐火建築物（非木造）,,,建物火災,その他,雨,21,88,発令無,無風状態,0,
第２方面隊明治分団,1月17日,乾燥,,,,,,,,,,1,火元,ぼや,木造建築物,0,0,建物火災,不明・調査中,快晴,11,58,発令無,北東,3,
第４方面隊賀来分団,3月16日,乾燥,,,,,,,,,,1,火元,ぼや,その他の建築物,0,0,建物火災,その他,晴,10,68,発令無,北西,1,
,5月10日,乾燥,霜,,,,,,,,,,,,,,,その他の火災,不明・調査中,晴,12,53,発令無,南南東,1,0
第３方面隊竹中分団,4月20日,,,,,,,,,,,,,,,,,その他の火災,その他,雨,14,89,発令無,東北東,3,
第４方面隊賀来分団,5月16日,乾燥,注意報,,,,,,,,,,,,,,,林野火災,不明・調査中,晴,23,51,発令無,北西,4,
第１方面隊南大分分団,4月12日,,,,,,,,,,,,,,,,,車両火災,不明・調査中,曇,13,73,発令無,東北東,2,
第１方面隊南大分分団,4月18日,,,,,,,,,,,,,,,,,その他の火災,放火の疑い,晴,15,54,発令無,南,3,
第１方面隊金池分団,5月6日,強風,波浪,注意報,,,,,,,,,,,,,,その他の火災,放火の疑い,雨,19,88,発令無,南南東,3,
第１方面隊東大分分団,3月31日,乾燥,注意報,,,,,,,,,1,火元,部分焼,準耐火建築物（非木造）,2,,建物火災,たばこ,晴,9,40,発令無,南,1,
第４方面隊賀来分団,3月17日,乾燥,,,,,,,,,,1,火元,全焼,木造建築物,653,,建物火災,放火の疑い,晴,11,67,発令無,西北西,2,
,6月22日,,,,,,,,,,,1,火元,ぼや,準耐火建築物（非木造）,,0,建物火災,その他,晴,20,95,発令無,無風状態,,
第１方面隊東大分分団,4月23日,,,,,,,,,,,1,火元,部分焼,準耐火建築物（非木造）,38,,建物火災,その他,晴,19,59,発令無,無風状態,0,
第１方面隊中島分団,4月20日,強風,波浪,注意報,,,,,,,,1,火元,部分焼,木造建築物,10,,建物火災,その他,曇,15,90,発令無,北西,4,
第１方面隊八幡分団,5月11日,乾燥,強風,波浪,注意報,,,,,,,,,,,,,その他の火災,不明・調査中,晴,23,44,発令無,南南東,5,
第４方面隊東稙田分団,4月29日,乾燥,,,,,,,,,,,,,,,,その他の火災,その他,晴,19,28,発令無,北北東,2,
第８方面隊野津原東部分団,5月17日,乾燥,,,,,,,,,,,,,,,,その他の火災,たき火,晴,19,58,発令無,北東,3,
第４方面隊稙田西部分団,4月23日,強風,霜,波浪,注意報,,,,,,,,,,,,,車両火災,火あそび,曇,13,71,発令無,北北西,3,
第７方面隊本神崎分団,5月7日,乾燥,注意報,,,,,,,,,,,,,,,その他の火災,マッチ・ライター,曇,21,82,発令無,北北東,1,
第２方面隊明治分団,4月27日,強風,霜,波浪,注意報,,,,,,,1,火元,ぼや,耐火建築物,1,,建物火災,ストーブ,晴,18,61,発令無,東,3,
第２方面隊高田分団,6月27日,雷,,,,,,,,,,1,火元,部分焼,その他の建築物,0,29,建物火災,電気装置,曇,29,66,発令無,南西,4,0
第６方面隊丹生分団,4月21日,強風,波浪,,,,,,,,,1,火元,ぼや,耐火建築物,0,0,建物火災,その他,晴,13,83,発令無,北西,3,
第４方面隊稙田西部分団,4月30日,乾燥,,,,,,,,,,1,火元,部分焼,木造建築物,3,0,建物火災,配線器具,晴,13,51,発令無,南,1,
第１方面隊日岡分団,5月8日,強風,波浪,注意報,,,,,,,,1,火元,ぼや,耐火建築物,,,建物火災,こんろ,晴,21,66,発令無,東北東,4,0
第２方面隊松岡分団,4月28日,乾燥,注意報,,,,,,,,,1,類焼,全焼,木造建築物,22,,建物火災,たき火,晴,17,70,発令無,無風状態,0,
第２方面隊松岡分団,4月28日,乾燥,注意報,,,,,,,,,2,類焼,ぼや,木造建築物,,0,建物火災,たき火,晴,17,70,発令無,無風状態,0,
第１方面隊八幡分団,3月18日,乾燥,,,,,,,,,,,,,,,,その他の火災,たき火,晴,10,66,発令無,北西,2,
第４方面隊稙田東部分団,5月15日,,,,,,,,,,,,,,,,,車両火災,排気管,晴,20,55,発令無,西南西,2,
第４方面隊東稙田分団,4月1日,乾燥,霜,,,,,,,,,,,,,,,林野火災,火あそび,晴,13,67,発令無,北北西,4,
第１方面隊南大分分団,5月18日,,,,,,,,,,,,,,,,,車両火災,マッチ・ライター,曇,21,54,発令無,南南東,5,
第４方面隊東稙田分団,5月1日,乾燥,注意報,,,,,,,,,1,火元,ぼや,準耐火建築物（非木造）,,1,建物火災,こんろ,晴,18,35,発令無,東北東,5,
第１方面隊東大分分団,5月11日,強風,波浪,,,,,,,,,1,火元,ぼや,その他の建築物,0,0,建物火災,排気管,晴,18,77,発令無,北西,4,
第３方面隊戸次分団,4月2日,乾燥,霜,,,,,,,,,1,火元,部分焼,木造建築物,20,,建物火災,,快晴,9,60,発令無,南,2,
第１方面隊中島分団,5月18日,乾燥,注意報,,,,,,,,,1,火元,ぼや,耐火建築物,0,0,建物火災,こんろ,晴,20,53,発令無,南南東,2,
第１方面隊金池分団,4月30日,,,,,,,,,,,1,火元,ぼや,耐火建築物,,0,建物火災,放火の疑い,晴,16,44,発令無,南西,2,
第５方面隊大在東分団,5月19日,,,,,,,,,,,1,火元,ぼや,耐火建築物,,0,建物火災,灯火,晴,19,64,発令無,南南東,2,
第８方面隊野津原西部分団,3月19日,乾燥,霜,注意報,,,,,,,,,,,,,,その他の火災,たき火,晴,16,36,発令無,北西,1,
,5月3日,強風,波浪,,,,,,,,,,,,,,,その他の火災,その他,晴,17,65,発令無,西北西,4,
第４方面隊東稙田分団,4月22日,霜,,,,,,,,,,,,,,,,その他の火災,不明・調査中,晴,17,54,発令無,北西,1,0
,6月29日,強風,雷,波浪,注意報,,,,,,,,,,,,,その他の火災,炉,曇,27,84,発令無,南南東,3,
第２方面隊三佐分団,5月7日,乾燥,注意報,,,,,,,,,1,火元,ぼや,準耐火建築物（非木造）,,,建物火災,衝突の火花,晴,26,43,発令無,西南西,2,
第４方面隊稙田西部分団,5月2日,乾燥,,,,,,,,,,1,火元,部分焼,木造建築物,5,,建物火災,その他,晴,13,63,発令無,南南東,1,
第２方面隊鶴崎分団,7月4日,強風,雷,波浪,,,,,,,,,,,,,,その他の火災,たばこ,晴,30,67,発令無,南南東,4,
第６方面隊坂ノ市分団,5月24日,,,,,,,,,,,,,,,,,その他の火災,たき火,快晴,23,44,発令無,北西,2,0
第２方面隊別保分団,5月20日,,,,,,,,,,,,,,,,,その他の火災,火あそび,曇,18,70,発令無,南南東,1,
第３方面隊判田分団,3月20日,,,,,,,,,,,,,,,,,その他の火災,その他,曇,12,64,発令無,東,1,
第４方面隊稙田西部分団,4月2日,乾燥,霜,,,,,,,,,,,,,,,その他の火災,たき火,晴,16,43,発令無,東北東,4,
第４方面隊賀来分団,5月2日,乾燥,,,,,,,,,,,,,,,,その他の火災,たき火,晴,19,33,発令無,北東,3,
第７方面隊志生木分団,4月24日,乾燥,,,,,,,,,,,,,,,,その他の火災,たき火,晴,19,47,発令無,北西,1,
第１方面隊東大分分団,5月11日,強風,波浪,,,,,,,,,,,,,,,その他の火災,電気装置,晴,18,77,発令無,北西,4,
第１方面隊東大分分団,4月3日,乾燥,霜,波浪,注意報,,,,,,,1,火元,ぼや,耐火建築物,,0,建物火災,たばこ,晴,12,65,発令無,北西,2,0
第１方面隊金池分団,3月21日,強風,波浪,,,,,,,,,1,火元,部分焼,耐火建築物,7,,建物火災,不明・調査中,雨,9,99,発令無,無風状態,0,
第１方面隊東大分分団,5月21日,,,,,,,,,,,1,火元,ぼや,耐火建築物,0,0,建物火災,こんろ,晴,22,62,発令無,北西,5,
第１方面隊八幡分団,4月25日,乾燥,注意報,,,,,,,,,1,火元,ぼや,耐火建築物,,,建物火災,その他,晴,21,37,発令無,無風状態,,0
第３方面隊戸次分団,5月3日,乾燥,,,,,,,,,,1,火元,ぼや,耐火建築物,,0,建物火災,配線器具,晴,13,78,発令無,南,1,
第８方面隊野津原中部分団,5月8日,乾燥,,,,,,,,,,1,火元,全焼,その他の建築物,107,,建物火災,電気装置,晴,26,22,発令無,北西,3,
第８方面隊野津原西部分団,5月24日,,,,,,,,,,,,,,,,,林野火災,その他,晴,25,56,発令無,北西,1,0
第２方面隊明治分団,5月11日,乾燥,,,,,,,,,,,,,,,,林野火災,たき火,晴,18,44,発令無,北西,3,
第１方面隊八幡分団,7月16日,,,,,,,,,,,,,,,,,その他の火災,たき火,晴,34,54,発令無,東北東,3,
第４方面隊賀来分団,5月20日,乾燥,,,,,,,,,,,,,,,,林野火災,たき火,快晴,28,38,発令無,南東,3,
第１方面隊中島分団,4月4日,乾燥,強風,霜,波浪,注意報,,,,,,1,火元,部分焼,耐火建築物,50,0,建物火災,,晴,15,21,発令無,北,1,
第１方面隊南大分分団,5月26日,波浪,注意報,,,,,,,,,1,火元,ぼや,防火構造建築物,0,0,建物火災,放火,晴,20,88,発令無,南東,1,
第５方面隊大在西分団,5月11日,乾燥,霜,注意報,,,,,,,,1,火元,部分焼,木造建築物,2,,建物火災,たばこ,晴,18,44,発令無,北北西,3,
第１方面隊中島分団,4月4日,乾燥,強風,霜,波浪,注意報,,,,,,2,類焼,部分焼,耐火建築物,,10,建物火災,,晴,15,21,発令無,北,1,
第１方面隊春日分団,5月9日,,,,,,,,,,,,,,,,,その他の火災,マッチ・ライター,晴,26,28,発令無,北東,2,
第１方面隊桃園分団,3月28日,強風,霜,波浪,注意報,,,,,,,,,,,,,その他の火災,放火,晴,7,74,発令無,南南東,1,
第２方面隊明治分団,5月8日,乾燥,,,,,,,,,,,,,,,,その他の火災,焼却炉,晴,22,44,発令無,北西,2,
第３方面隊判田分団,7月18日,,,,,,,,,,,,,,,,,その他の火災,その他,晴,31,65,発令無,西北西,1,
第１方面隊八幡分団,5月25日,,,,,,,,,,,,,,,,,その他の火災,たき火,晴,27,40,発令中,南南東,5,
第８方面隊野津原東部分団,4月25日,乾燥,注意報,,,,,,,,,,,,,,,その他の火災,たき火,晴,22,33,発令無,北西,0,
第８方面隊野津原西部分団,5月22日,乾燥,注意報,,,,,,,,,,,,,,,林野火災,たき火,晴,24,56,発令無,北西,4,0
第１方面隊東大分分団,3月28日,乾燥,霜,,,,,,,,,1,火元,ぼや,準耐火建築物（非木造）,0,0,建物火災,その他,晴,13,42,発令無,北西,3,
第１方面隊東大分分団,5月9日,乾燥,,,,,,,,,,1,建物外,,耐火建築物,,,その他の火災,火あそび,晴,20,34,発令無,北北西,1,
第１方面隊南大分分団,5月27日,乾燥,強風,波浪,注意報,,,,,,,1,火元,全焼,木造建築物,9,0,建物火災,たき火,晴,23,52,発令無,南東,4,
第７方面隊佐賀関上浦分団,7月21日,波浪,,,,,,,,,,1,火元,ぼや,準耐火建築物（非木造）,,,建物火災,その他,晴,29,82,発令無,南南東,1,
第４方面隊稙田東部分団,4月25日,,,,,,,,,,,1,火元,ぼや,耐火建築物,,,建物火災,その他,晴,21,27,発令無,北北西,2,
第３方面隊戸次分団,5月22日,乾燥,注意報,,,,,,,,,1,火元,ぼや,木造建築物,,0,建物火災,たばこ,晴,22,73,発令無,南,3,0
第６方面隊丹生分団,5月29日,乾燥,,,,,,,,,,,,,,,,林野火災,たき火,晴,23,56,発令無,西北西,2,
第６方面隊坂ノ市分団,5月9日,乾燥,,,,,,,,,,,,,,,,その他の火災,たき火,晴,23,41,発令無,北,4,
第７方面隊本神崎分団,4月6日,乾燥,注意報,,,,,,,,,,,,,,,林野火災,たき火,晴,15,53,発令無,北北西,3,
第１方面隊南大分分団,5月16日,,,,,,,,,,,,,,,,,その他の火災,放火の疑い,晴,20,61,発令無,西北西,2,0
第７方面隊本神崎分団,5月28日,強風,波浪,,,,,,,,,1,火元,全焼,木造建築物,338,,建物火災,不明・調査中,雨,20,81,発令無,東南東,1,
第４方面隊東稙田分団,7月21日,雷,波浪,,,,,,,,,1,火元,ぼや,その他の建築物,0,0,建物火災,不明・調査中,晴,29,78,発令無,東南東,4,
第７方面隊本神崎分団,5月28日,強風,波浪,,,,,,,,,2,類焼,全焼,木造建築物,49,,建物火災,不明・調査中,雨,20,81,発令無,東南東,1,
第８方面隊野津原東部分団,5月18日,乾燥,注意報,,,,,,,,,,,,,,,その他の火災,たき火,晴,18,54,発令無,北西,2,
第４方面隊稙田東部分団,5月9日,乾燥,,,,,,,,,,,,,,,,林野火災,たき火,晴,22,46,発令無,北西,3,
第６方面隊丹生分団,5月29日,乾燥,,,,,,,,,,,,,,,,林野火災,たき火,晴,25,52,発令無,西北西,1,
第１方面隊中島分団,4月5日,乾燥,,,,,,,,,,,,,,,,車両火災,その他,晴,15,63,発令無,北西,1,
第４方面隊東稙田分団,4月1日,乾燥,,,,,,,,,,,,,,,,その他の火災,たばこ,晴,15,63,発令無,西北西,4,0
第８方面隊野津原西部分団,5月15日,乾燥,注意報,,,,,,,,,,,,,,,林野火災,たき火,晴,17,55,発令無,北北東,2,
第４方面隊稙田東部分団,4月29日,雷,注意報,,,,,,,,,,,,,,,その他の火災,たき火,曇,22,61,発令無,南南東,6,
